CR_ID,MONTHS_BALANCE,STATUS
5067557,-7,X
5047810,-27,C
5095334,-5,C
5115523,-34,0
5054718,-34,0
5089421,-6,C
5115451,-18,C
5069397,-24,0
5024343,-14,0
5092448,-50,0
5068374,-40,0
5062685,-11,0
5024696,-3,0
5089104,-11,C
5094924,-18,C
5126835,-25,X
5091004,-22,C
5054149,-16,0
5112932,-3,X
5149705,-44,C
5053362,-31,C
5065348,-8,C
5065628,-29,X
5105402,-16,0
5041118,-51,0
5036485,-17,X
5095790,-1,C
5105143,-43,C
5105669,-3,X
5089635,-1,X
5136943,-7,C
5118218,-1,X
5090140,-14,X
5115711,-2,C
5036485,-48,X
5025793,0,0
5095790,-11,C
5069080,-13,0
5090152,-34,0
5008897,-17,C
5112942,-48,C
5010463,-28,0
5112799,-22,0
5024343,-5,C
5067749,-23,0
5143622,-46,0
5062685,-5,0
5052727,-2,0
5089000,-24,C
5024095,-35,C
5097026,-9,C
5036485,-33,X
5095370,-3,C
5090445,-26,C
5096346,-4,C
5008810,-3,C
5125352,-24,C
5112799,-8,0
5096554,-18,0
5046497,-38,0
5099948,-7,C
5096346,-38,0
5033648,-9,C
5074653,-34,C
5058414,-16,0
5052899,-6,X
5009570,-50,X
5029314,-14,C
5095790,-6,C
5142881,-11,0
5126714,-1,0
5089000,-26,C
5126238,-11,C
5085781,-13,0
5065402,-4,X
5116316,-13,C
5041221,-4,C
5135731,-15,0
5021701,-51,0
5089018,-3,0
5021701,-59,X
5146407,-23,X
5116672,-4,0
5010681,-5,0
5078905,-51,C
5037212,-11,C
5053705,-5,C
5135636,-5,X
5126382,-31,C
5053167,-9,C
5028494,-19,0
5022817,-16,X
5051080,-5,0
5149210,-40,0
5096238,-39,C
5066775,-23,C
5062737,-1,X
5150063,-8,C
5065348,-7,C
5095730,-5,0
5126349,-26,0
5066919,-43,X
5045687,-10,0
5023543,-3,C
5068261,-17,0
5042295,-20,0
5117612,-7,X
5106047,-21,C
5112654,-47,0
5054475,-8,X
5058414,-7,C
5095570,-22,0
5125352,-21,C
5068037,-10,C
5142240,-16,0
5028600,-24,X
5089470,-8,C
5095370,0,C
5143603,-11,0
5126248,-22,C
5089623,-22,0
5112654,-14,C
5022752,-30,C
5149636,-6,X
5112654,-23,C
5022859,-36,X
5023280,-17,C
5116623,-18,X
5099805,-22,X
5126349,-14,2
5089253,-6,0
5115711,-16,C
5067557,-25,0
5089421,-11,C
5094967,-53,X
5126835,-49,X
5069004,-11,C
5067557,-26,0
5089421,-3,C
5089503,-8,C
5079167,-10,5
5022202,-38,0
5132464,-19,0
5089465,-21,C
5091004,-23,C
5096859,-10,0
5091824,-8,C
5061118,-16,C
5069004,-30,0
5089018,-10,0
5008865,-8,0
5036733,-43,X
5052899,-11,0
5041609,-16,C
5118258,-48,0
5089018,-11,0
5022752,-32,C
5051125,-36,0
5045689,-4,0
5118261,-50,0
5010647,-8,0
5113269,-21,0
5061148,-53,X
5066705,-36,C
5065693,-8,0
5149109,-24,0
5135668,-7,0
5116009,-23,0
5106047,-45,0
5024484,-34,C
5146458,-1,C
5113990,-14,X
5062515,-5,C
5117167,-3,C
5115711,-25,0
5065348,-4,C
5010253,-11,X
5052732,-1,1
5033722,-9,0
5079106,-3,C
5054362,-38,0
5092448,-28,C
5089623,-23,0
5089000,-35,0
5038751,-45,0
5126238,-16,C
5116643,-18,0
5042052,-1,0
5106047,-3,C
5036733,-39,C
5053167,-28,0
5009031,0,C
5053167,-7,C
5125214,-13,C
5126064,-27,C
5079303,-8,0
5041625,-27,0
5095730,-10,0
5115577,-25,C
5125737,-19,C
5143064,-40,C
5089253,-13,0
5089909,-14,C
5094967,-20,X
5068261,-19,0
5010647,-16,0
5068107,-28,C
5094924,-13,C
5099948,-11,C
5146407,-28,X
5028600,-40,0
5022193,-5,C
5090903,-31,0
5066417,-17,X
5054718,-1,C
5053226,-31,C
5116674,-41,C
5010635,-18,C
5096933,-24,C
5125352,-11,C
5115501,-9,X
5125214,-9,C
5079068,-20,X
5092013,-15,0
5112799,-18,0
5149210,-12,C
5096859,-39,0
5112799,-4,0
5116704,-16,X
5061148,-6,C
5008810,-1,C
5029127,-39,0
5041165,-42,0
5113387,-43,0
5126731,-36,0
5146458,-22,X
5092272,-40,0
5045543,-1,C
5126238,-4,C
5095334,-41,0
5118500,-5,0
5024777,-30,0
5142987,-14,C
5096163,-13,C
5022541,-11,0
5068107,-35,C
5067557,-19,X
5048282,-38,X
5136031,-1,C
5112663,-12,C
5113852,-12,X
5142807,-9,X
5029314,-56,0
5074653,-33,C
5037300,-22,C
5126527,-36,C
5065628,-33,X
5024484,0,C
5067726,-18,0
5132415,-1,C
5065539,-48,X
5135728,-7,0
5118638,-58,X
5092448,-13,C
5029127,-21,C
5078912,-11,0
5045640,-10,C
5125556,-4,C
5142490,-46,0
5033648,-14,C
5091004,-11,C
5078817,-4,0
5069080,-16,0
5062030,-38,X
5095370,-9,C
5037212,-5,C
5091824,-4,C
5116623,-34,X
5096758,-3,C
5061961,0,C
5135951,-55,0
5051080,-10,0
5010253,-19,X
5106047,-10,C
5135668,-23,0
5009570,-5,X
5051125,-22,C
5068899,-38,0
5085955,-43,0
5056143,-24,X
5023534,-27,C
5095570,-32,0
5046497,-32,0
5068844,-14,0
5092013,-9,0
5041910,-42,C
5024343,-6,C
5125352,-12,C
5023398,-17,C
5069392,-22,0
5061700,-27,C
5054165,-39,0
5010746,-23,C
5113731,-14,0
5132415,-19,0
5148996,-8,C
5145724,-18,C
5106047,0,C
5061707,-57,0
5105143,-38,C
5139549,-25,0
5024453,-25,0
5118638,-43,X
5068310,-21,C
5022642,-12,0
5089509,-23,C
5089532,-22,C
5112799,-27,0
5069280,-27,0
5111072,-36,0
5062737,-9,X
5085781,-31,0
5115698,-25,X
5142807,-29,X
5088998,-21,0
5088949,-39,0
5037212,-7,C
5068107,-38,C
5089509,-20,C
5045543,-6,C
5061692,-8,0
5118418,-18,C
5092013,-11,0
5117178,-19,X
5024801,-1,X
5113987,-53,0
5054362,-27,C
5115501,-13,X
5126325,-5,C
5095334,-21,C
5150409,-2,X
5099805,-17,X
5069392,-9,0
5068037,-25,0
5054475,-10,X
5117799,-38,X
5091548,-23,0
5114429,-17,0
5041609,-9,C
5089630,-47,0
5022752,-21,C
5137251,-9,C
5112932,-28,0
5029361,-25,X
5116814,-10,X
5143137,-11,C
5062030,-46,0
5137251,-17,C
5114393,-7,X
5143137,-9,C
5029457,-1,C
5045640,-25,C
5066705,-26,C
5096518,-13,0
5116674,-36,C
5136031,-13,C
5091862,-9,C
5067557,-28,X
5010463,-2,C
5091824,-22,C
5054362,-30,C
5143603,-9,0
5022795,-32,C
5095730,-2,0
5024484,-6,C
5096859,-9,X
5042220,-8,C
5149210,-24,C
5142807,-13,X
5105754,-23,0
5115995,-11,C
5067749,-15,0
5115711,-19,0
5104853,-11,0
5090270,-4,0
5116036,-15,X
5089942,-29,0
5089909,-4,C
5041609,-18,C
5135668,-4,X
5085781,-39,0
5068470,-35,0
5113863,-40,0
5096346,-33,C
5096859,-33,0
5088945,-26,0
5149695,-8,0
5047981,-2,0
5095334,-35,C
5037212,-33,C
5048045,-11,C
5115577,-15,C
5149636,-14,X
5115451,0,C
5068918,-26,C
5135691,-4,0
5115451,-6,C
5117167,-30,C
5106058,-4,X
5149695,-13,0
5105754,-6,0
5113269,-19,0
5090030,-24,0
5125978,-9,C
5142987,-27,C
5089470,-19,0
5089000,-8,C
5089421,-17,C
5125260,-6,X
5142910,-25,0
5033648,-7,C
5061707,-43,C
5054399,-2,X
5045640,0,C
5022859,-1,C
5116643,-11,0
5047981,-4,0
5142240,-10,1
5062030,-33,0
5089049,-41,0
5056236,-16,C
5126303,-3,C
5010746,-24,C
5065402,-1,X
5113387,-32,0
5041363,-11,X
5115451,-45,1
5066705,-46,0
5099845,-15,C
5091345,-1,X
5126248,-23,C
5092272,-46,0
5047933,-20,0
5033869,-10,0
5053362,-1,C
5022795,-30,C
5125737,-25,C
5053362,-26,C
5149705,-34,C
5116674,-13,C
5048282,-45,X
5066775,-21,C
5045640,-28,C
5035431,-2,C
5024801,-19,X
5125679,-3,0
5105402,0,C
5033770,-15,C
5118638,-46,X
5142490,-40,0
5112654,-39,C
5062030,-35,0
5053005,-3,0
5091970,-8,C
5078905,-34,C
5042143,-4,C
5149630,-2,0
5085983,-8,0
5091330,-30,0
5099987,-21,C
5142984,-12,C
5033770,-52,X
5115412,-12,1
5094967,-16,C
5033927,-8,X
5149272,-12,0
5099974,-18,C
5022817,-1,X
5091548,-4,0
5050479,-9,C
5053167,-1,C
5113869,-32,C
5047933,-13,X
5067726,-5,C
5091548,-29,0
5053362,-15,C
5113869,-48,0
5033648,-30,C
5065539,-41,X
5105143,-25,C
5056236,-29,0
5115995,-24,0
5024453,-8,X
5054290,-18,C
5054718,-10,C
5069080,-11,0
5125548,0,C
5022859,-3,C
5023280,-13,C
5024777,-20,0
5095570,-26,0
5092448,-35,0
5028455,-6,C
5010253,-26,X
5066498,-5,C
5150063,-21,C
5056143,-38,X
5118261,-13,C
5143137,-12,1
5118146,-31,X
5067726,-13,C
5139500,-6,C
5024484,-19,C
5125352,-8,C
5105669,-47,X
5115577,-35,C
5136964,-2,0
5090468,-13,0
5050479,-23,0
5136021,-5,0
5113269,-27,0
5089819,-3,0
5068037,-33,0
5061118,-27,0
5037300,-29,C
5091345,-6,X
5068844,-1,0
5126325,-10,C
5010635,-11,C
5061072,-8,1
5010428,-1,C
5126238,-2,C
5024095,-32,C
5090140,-25,X
5010635,-22,C
5089532,-29,0
5025781,-55,0
5149272,-15,0
5145724,-32,C
5022795,-47,0
5091740,-6,C
5079167,-12,5
5090270,-13,0
5029759,-40,0
5048282,-47,X
5089253,-7,0
5089509,-29,C
5066705,-30,C
5137251,-21,C
5021642,-10,0
5091824,-1,C
5022541,-7,0
5041721,-12,C
5117919,-9,X
5045945,-2,C
5126835,-20,X
5118083,-13,0
5145724,-25,C
5024453,-13,0
5028631,-27,0
5132292,0,0
5009935,-4,0
5023542,-5,0
5021476,-4,0
5047820,-25,0
5062685,-16,0
5089049,-46,0
5099845,-10,C
5054733,0,C
5090568,-1,C
5118365,-18,C
5137251,-4,C
5095383,-14,C
5052899,-8,X
5023542,-1,C
5042295,-19,0
5009570,-26,X
5142987,-16,C
5096859,-21,0
5079167,-7,5
5050479,-24,0
5029598,-45,X
5126325,-4,C
5135656,-4,1
5126248,-45,0
5042213,-2,0
5116316,-6,C
5065628,-18,X
5116643,-28,0
5149638,-18,C
5048018,-12,C
5116036,-13,5
5069004,-8,C
5117612,-1,X
5143064,-50,0
5028494,-2,0
5068310,-22,C
5089470,-26,0
5139548,-11,C
5112654,-36,C
5112654,-31,C
5061072,-17,0
5089268,-12,C
5113252,-34,C
5088949,-33,0
5091589,-34,X
5054738,-2,X
5115451,-29,C
5096346,-25,C
5045624,-12,0
5135252,-17,0
5041625,-12,X
5050748,-6,C
5029314,-37,C
5099974,-33,C
5113731,-9,0
5112799,-15,0
5090468,-5,0
5089909,0,C
5037212,-42,0
5085983,-7,0
5024950,-17,X
5045695,-19,C
5095383,-1,C
5117612,-6,X
5100053,-18,0
5094967,-37,X
5115591,-25,0
5033722,-28,0
5091862,-11,C
5048018,-21,C
5112662,-19,0
5065358,-2,C
5085949,-7,0
5112663,-22,0
5099974,-47,0
5046497,-18,C
5089049,-39,0
5115577,-36,C
5115995,-13,C
5114393,-4,C
5114592,-3,0
5022583,-14,C
5089049,-36,X
5126835,-21,X
5029014,-9,0
5116674,-38,C
5091620,-3,0
5029633,-15,C
5112651,-11,X
5089635,-26,0
5045945,-15,0
5099751,-27,C
5091004,-12,C
5095334,-32,C
5139548,-5,C
5126303,-5,C
5047892,-6,X
5135513,-33,0
5118365,-13,C
5061700,-36,C
5029314,-15,C
5056143,-16,X
5137087,-3,C
5135728,-18,0
5061707,-37,C
5066705,-39,C
5041609,-11,C
5105754,-27,0
5142807,-16,X
5024242,-9,X
5024343,-9,C
5143581,-23,X
5088946,-14,0
5149210,-36,C
5089623,-29,0
5036485,-5,X
5022202,-13,C
5095790,-44,C
5117444,-56,0
5143622,-36,C
5139500,-12,0
5106047,-42,0
5050645,-38,C
5142240,-6,0
5045139,-8,X
5051125,-28,C
5036815,-18,0
5089909,-27,1
5053362,-16,C
5045695,-26,0
5056236,-36,0
5028600,-28,0
5096346,-13,C
5089470,-27,0
5137251,-34,0
5041221,-9,C
5069392,-17,0
5068470,-4,C
5135636,-9,X
5010746,-16,C
5068374,-39,X
5117799,-14,C
5074653,-1,C
5022202,-7,C
5078905,-22,C
5126349,-22,0
5022541,-15,1
5046497,-28,0
5041625,-25,X
5047933,-15,X
5091862,-3,C
5053362,-35,0
5065644,-41,0
5065358,0,C
5118261,-39,X
5099987,-8,C
5024777,-12,1
5056028,-2,0
5125556,-11,0
5118638,-41,X
5022193,-54,0
5028251,-39,0
5066775,-9,C
5054733,-42,0
5117919,-13,0
5054362,-4,C
5074653,-37,C
5021778,-3,X
5142984,-34,0
5091862,-35,X
5091740,-13,C
5115591,-23,0
5115711,-8,C
5095570,-29,0
5023534,-24,C
5116674,-47,0
5142910,-14,0
5091824,-14,C
5089470,-2,C
5116674,-4,C
5117167,-6,C
5142984,-17,C
5021701,-41,0
5062030,-39,X
5089635,-12,0
5091256,-21,X
5117799,-15,C
5010578,-37,X
5096859,-17,X
5010253,-18,X
5041363,-6,X
5008810,-16,0
5096554,-22,0
5090568,-18,C
5022859,-37,X
5024777,-8,C
5149109,-15,0
5029314,-29,C
5062744,-8,0
5105702,-14,X
5048282,-12,X
5089421,-9,C
5028494,-1,0
5061148,-41,0
5142987,-29,C
5079167,-11,5
5054149,-3,0
5062030,-22,0
5021650,-4,C
5068470,-2,C
5126238,-40,0
5092448,-9,C
5092448,-7,C
5114384,-15,X
5029633,-20,C
5116397,-21,X
5113252,-31,C
5046234,-34,0
5029633,-27,C
5094868,0,X
5048045,-14,C
5126731,-31,0
5089532,-1,C
5067557,-34,X
5095570,-13,0
5022545,-46,1
5061700,-35,C
5021701,-48,X
5061815,-6,C
5054718,-28,C
5024579,0,X
5079167,-16,1
5068470,-6,C
5112888,-1,X
5078817,-2,C
5136031,-10,C
5050748,-17,0
5065358,-4,C
5089819,-5,0
5149892,-32,0
5061118,-4,C
5038670,-4,0
5045640,-32,C
5089253,-1,C
5132291,-28,X
5085781,-29,0
5008865,-7,0
5069280,-22,0
5090270,-23,0
5085781,-32,0
5062726,-8,0
5118258,-57,0
5126248,-41,0
5046234,-23,C
5118365,-20,C
5096163,-23,0
5149491,-26,C
5061961,-11,X
5054362,-8,C
5126248,-6,C
5024158,-22,0
5056084,-35,0
5068374,-32,0
5125600,-25,0
5061815,-1,C
5028631,-22,1
5091548,-25,0
5125737,-27,C
5139500,-5,C
5046503,-18,C
5105402,-7,C
5079303,-11,0
5114057,-32,C
5126238,-6,C
5022202,-20,C
5092448,-26,C
5139548,-20,0
5112662,-2,C
5105402,-8,C
5105669,-53,X
5089049,-17,C
5105702,-2,X
5042295,-26,1
5065348,0,C
5113114,-21,0
5054149,-15,0
5118256,-6,X
5045687,-1,C
5116674,-23,C
5065348,-20,C
5066498,-3,C
5069455,-13,0
5099948,-41,C
5143137,-7,C
5067915,-2,0
5125737,-40,C
5062737,-8,X
5143042,-10,0
5118418,-24,C
5023544,-16,X
5143595,-22,C
5126323,-10,C
5143581,-25,X
5139500,-1,C
5149271,-46,0
5105056,-24,C
5061707,-49,C
5094967,-43,X
5091589,-12,C
5117963,-10,1
5112663,-15,0
5090140,-26,X
5111072,-23,0
5091740,-26,0
5068057,-2,0
5090857,-6,C
5085781,-2,0
5136956,-33,0
5041990,-14,0
5045543,0,C
5117234,-6,0
5139549,-10,C
5126064,-26,C
5089503,-13,0
5029514,-35,0
5041609,-44,0
5048282,-43,X
5137251,-23,C
5088834,-37,X
5068971,-58,0
5092013,-1,0
5125548,-3,0
5054475,-22,X
5029514,-11,C
5036567,-1,0
5090857,-44,0
5136021,-18,0
5117919,-16,X
5028600,-6,X
5105402,-11,0
5114429,-13,0
5010428,-31,0
5126248,-29,C
5112932,-22,0
5114384,-10,C
5105754,-15,0
5142490,-49,0
5089104,-33,C
5068037,-30,1
5068918,-23,C
5089942,-23,0
5010731,-25,0
5096163,-21,C
5099845,-19,0
5022506,-18,0
5053374,-23,C
5095120,-12,0
5099948,-8,C
5036733,-29,C
5033770,-46,X
5105143,-17,C
5099845,-9,C
5028600,-22,X
5137261,-19,0
5092272,-44,0
5118418,-19,C
5036733,-22,C
5117481,0,0
5045687,-8,C
5112799,-23,0
5139549,-15,C
5062685,-25,X
5062685,-24,0
5033722,-41,0
5116674,-39,C
5048282,-21,X
5114592,-2,0
5135636,-12,X
5115451,-39,C
5116674,-43,0
5029457,-14,0
5022795,-13,C
5079167,-25,X
5132292,-5,0
5132291,-16,0
5009935,-5,X
5149636,0,X
5105143,-36,C
5113869,-27,C
5054149,-32,0
5022859,-14,C
5068374,-24,0
5022202,-30,C
5089104,-28,C
5050748,-2,C
5042220,-29,0
5089253,-8,0
5105669,-45,X
5053362,-36,0
5056143,-28,X
5117167,-46,0
5065644,-23,0
5033722,-40,0
5140078,-4,0
5061707,-9,C
5135513,-19,C
5135797,-2,0
5047820,-37,0
5069180,-15,0
5022202,-32,C
5061148,-13,C
5115412,-14,0
5068899,-37,0
5105143,-16,C
5010127,-9,C
5054149,-37,0
5068261,-39,0
5105056,-30,C
5125600,-26,0
5126552,-29,X
5117799,-11,C
5116814,-7,X
5010253,0,C
5048282,-50,X
5132924,-19,0
5037212,-8,C
5111072,-15,C
5048018,-8,C
5069080,-3,0
5091004,-28,0
5142304,-12,0
5090152,-17,C
5117167,-19,C
5096518,-17,0
5117167,-12,C
5143595,-34,0
5114077,-7,0
5069280,-21,0
5125214,-21,C
5142987,-43,0
5065628,-27,X
5048018,-25,C
5022583,-16,C
5142910,-9,0
5092448,-4,C
5021701,-49,0
5092022,0,X
5045945,0,C
5062030,-8,X
5010635,-31,C
5010635,-13,C
5146458,-21,X
5099974,-11,C
5024158,-7,C
5067780,-8,X
5097026,-5,C
5065628,-36,X
5052732,-6,0
5045640,-30,C
5024453,-20,0
5113731,-4,C
5113781,-19,X
5022752,-25,C
5053705,-14,C
5117178,-18,X
5117167,-7,C
5115451,-38,C
5074653,-35,C
5118365,-27,C
5117167,-32,C
5062504,-9,C
5112799,-17,0
5036733,-19,C
5105143,-49,0
5056143,-18,X
5142304,-7,0
5136943,-20,0
5009096,-15,C
5139549,-30,0
5135636,-21,X
5009570,-53,X
5067726,-15,C
5041221,-8,C
5113990,-21,X
5056143,-13,X
5113869,-49,0
5149284,0,0
5033539,-13,C
5114384,-11,X
5135668,-22,0
5112651,-15,0
5115890,-1,X
5091115,-33,0
5091330,-23,0
5047933,-21,0
5125978,-20,0
5143581,-34,X
5053226,-10,C
5068844,-9,X
5068057,-1,X
5136956,-31,0
5009877,-2,X
5067557,-33,0
5135691,-6,0
5069280,-33,0
5126123,-19,C
5048282,-23,X
5010127,-5,C
5113869,-25,C
5047981,0,C
5045699,-7,0
5054290,-43,0
5088043,-39,0
5149638,-22,0
5099849,-56,0
5090568,-10,C
5054733,-1,C
5136964,0,0
5053705,-11,C
5149636,-2,X
5042300,-7,0
5054718,-31,0
5067557,-14,0
5089623,-17,1
5010635,0,C
5118418,-8,C
5022817,-10,X
5099751,-30,C
5142987,-9,C
5089465,-3,C
5024343,-16,0
5117444,-42,0
5067051,-27,0
5118258,-43,X
5113869,-12,C
5022193,-3,C
5054718,-23,C
5029073,-2,0
5114057,-23,C
5061148,-30,C
5143595,-37,0
5067169,-33,0
5061707,-48,C
5126303,-31,C
5091824,-26,0
5142910,-21,0
5126323,-6,C
5099845,-17,C
5009570,-36,X
5112651,-6,X
5062685,-51,0
5022859,-11,C
5089049,-12,C
5117799,-23,C
5053705,-9,C
5099845,-2,C
5068844,-6,X
5068470,-19,C
5125737,-49,0
5036567,-10,0
5118146,-20,X
5066775,-44,0
5089942,-17,0
5104853,-14,0
5091052,-17,0
5010904,-5,0
5008900,-20,C
5095334,-47,0
5037212,-9,C
5139652,-9,X
5114239,-5,0
5065628,-2,0
5126527,-41,C
5139549,-3,C
5022506,-12,0
5010578,-34,X
5089000,-29,C
5136031,-12,C
5079167,-14,3
5010731,-19,0
5056236,-31,0
5021701,-55,0
5065644,-21,0
5045695,0,C
5089421,-21,C
5022193,-52,0
5029127,-3,C
5067715,-3,0
5126382,-12,C
5094924,-10,C
5142793,-16,C
5053374,-29,C
5113869,-13,C
5066785,-1,0
5125600,-16,C
5046497,-3,C
5069392,-3,0
5112799,-20,0
5009096,-16,C
5090030,-30,0
5112662,-3,C
5021701,-58,X
5033648,0,C
5045493,-3,0
5089104,-7,C
5066705,-29,C
5094868,-1,0
5135636,-37,5
5088834,-20,C
5029361,-23,X
5099987,-28,0
5042220,-33,X
5021650,-3,C
5065348,-33,C
5143622,-44,0
5090140,-31,X
5033648,-33,0
5149271,-42,C
5067557,0,0
5022583,-32,C
5112909,-45,0
5053374,-20,C
5095790,0,C
5096859,-13,0
5066498,-48,0
5061815,-2,C
5090568,-6,C
5085781,-51,X
5078905,-39,C
5089532,-26,C
5056084,-26,0
5143064,-49,0
5021309,0,0
5024343,-2,C
5135252,-12,0
5051080,-4,0
5024095,-22,C
5149109,-9,0
5090568,-56,C
5136031,-9,C
5135778,-6,C
5112654,-43,0
5145724,-36,0
5047810,-28,0
5126527,-32,C
5024158,-5,C
5095334,-7,C
5090030,0,0
5068107,-44,0
5078905,-49,C
5062504,-23,C
5125600,-19,0
5091330,-29,0
5029361,-34,X
5126382,0,C
5050748,-16,0
5085781,-48,0
5029667,-10,C
5099948,-5,C
5069004,-29,0
5021701,-35,X
5065348,-38,C
5142910,-13,0
5149272,-4,C
5126299,-32,C
5089465,-46,X
5089635,-47,0
5048282,-1,X
5089049,-44,0
5041609,-47,0
5067021,-21,0
5142807,-32,X
5116643,-7,X
5099805,-27,X
5126552,-33,X
5096238,-44,C
5114384,-7,C
5126835,-37,X
5054718,-17,C
5036987,-19,X
5114393,-5,C
5058527,-17,C
5033770,-39,X
5042295,-22,0
5046503,-17,C
5113269,-40,0
5094967,-17,C
5090226,-3,0
5117167,-37,C
5125352,-27,0
5105621,-1,0
5066705,-43,C
5126325,-32,0
5106047,-8,C
5067780,-7,X
5125737,-11,C
5021701,-38,X
5029514,-13,C
5117799,-41,X
5091313,0,X
5126064,-44,0
5086040,-11,X
5118261,-47,0
5126325,0,C
5132415,-11,C
5149636,-5,X
5089532,-7,C
5024777,-24,0
5062515,-16,X
5142987,-19,C
5041363,-5,X
5090152,-15,C
5054290,-24,C
5062504,-15,C
5008897,-27,C
5132291,-24,0
5117612,-9,X
5090568,-54,C
5114239,-7,0
5113387,-30,0
5113114,-14,C
5113387,-17,C
5052899,-15,X
5050479,-12,C
5095790,-48,0
5136956,-37,0
5132415,-17,0
5142959,-32,0
5053374,-25,C
5089421,-20,C
5149109,-11,0
5009573,-15,X
5126064,-43,0
5112909,-34,0
5022541,-17,0
5022193,-56,0
5095383,-19,C
5135728,-19,0
5149109,-4,C
5113114,-20,0
5112662,-15,1
5089909,-24,0
5143603,-10,0
5068470,-1,C
5061148,-38,0
5010578,-5,X
5041609,-45,0
5054718,0,C
5069392,-20,0
5024950,-26,0
5116674,-35,C
5135636,-45,X
5089635,-52,0
5065443,-27,X
5090445,-6,C
5142987,-8,C
5029514,-8,C
5025212,-19,0
5010463,-3,C
5099805,-11,0
5052727,0,0
5010253,-14,X
5024801,-32,X
5117444,-46,0
5115591,-33,0
5132415,-9,C
5091970,-12,0
5096554,-25,0
5054149,-24,0
5096518,-9,0
5010428,-29,0
5091824,-25,0
5097026,-22,C
5105402,-9,C
5113869,-51,0
5035995,-38,C
5139652,-10,X
5089509,-27,C
5113869,-40,C
5024158,-13,C
5088946,-17,0
5150063,-9,C
5143622,-42,0
5090857,-29,C
5126123,-18,C
5135636,-51,5
5062515,-3,C
5092380,-4,0
5089421,-31,X
5046234,-39,0
5089421,-14,C
5126238,-20,C
5113387,-28,0
5052899,-16,X
5089104,-3,C
5106047,-20,C
5010463,-19,X
5054718,-36,0
5126299,-46,0
5054362,-37,0
5126303,-20,C
5061700,-29,C
5126731,-22,C
5105669,-1,X
5099948,-29,C
5021188,0,0
5078905,-44,C
5054738,-3,X
5085955,-51,0
5099751,-32,C
5136021,-17,0
5048282,-53,X
5029314,-53,0
5058414,-13,0
5024950,-28,0
5062030,-48,0
5061148,-29,C
5022583,-3,C
5096827,-15,C
5096346,-22,C
5118261,-29,0
5089236,-14,C
5092013,-28,0
5095790,-29,C
5117799,-47,X
5091052,-11,0
5113269,-25,0
5090030,-3,0
5126303,-4,C
5068037,-8,C
5022555,-9,0
5135728,-16,0
5114077,-11,0
5091330,-26,0
5048282,-15,X
5089623,-31,0
5025781,-56,0
5089465,-29,0
5022642,-10,0
5096518,-16,0
5132924,-16,X
5078817,-10,0
5142490,-45,0
5113387,-27,C
5069392,-24,0
5135728,-25,0
5036485,-27,X
5115591,-12,C
5021701,-46,0
5029314,-51,0
5105669,-2,X
5113863,-35,0
5029514,-9,C
5069397,-20,0
5024095,-5,C
5149636,-9,X
5054475,-16,X
5149210,-14,C
5116623,-47,X
5041990,-19,0
5089104,-25,C
5069180,-22,0
5025781,-52,X
5125218,-11,C
5135636,0,5
5126238,-26,C
5069280,-9,X
5116674,-28,C
5091589,-35,X
5068107,-6,C
5092448,-15,C
5090270,-15,0
5142984,-8,C
5089104,-26,C
5067557,-23,X
5126323,-11,C
5069397,-17,0
5068261,-25,0
5089635,0,0
5139549,-1,C
5090468,0,0
5117234,-8,0
5036733,-42,0
5048282,-49,X
5090568,-19,C
5113869,-14,C
5143622,-29,C
5068107,-43,0
5061700,-22,C
5041910,-38,C
5078905,-48,C
5051125,-21,C
5068911,-16,0
5022795,-19,C
5023130,-12,X
5010428,-2,C
5052732,-12,0
5089000,-3,C
5066775,-8,C
5105402,-1,C
5023280,-23,0
5113869,-10,C
5132291,-20,0
5142959,-36,0
5089104,-1,C
5089552,-2,0
5022583,-34,C
5046503,0,C
5066705,-34,C
5116674,-21,C
5099987,-10,C
5023544,-10,X
5095790,-31,C
5022583,-10,C
5058414,-14,0
5024158,0,C
5089000,-41,0
5048282,-28,X
5054290,-19,C
5046234,-36,0
5090140,-41,X
5149933,-1,0
5091740,-16,C
5143603,-2,C
5092022,-2,X
5036485,-58,X
5054290,-27,C
5090152,-3,C
5142793,-27,0
5090568,-21,C
5113987,-52,C
5090568,-34,C
5068310,-13,C
5050748,-1,C
5114384,-2,C
5010647,-2,C
5096163,-24,0
5115501,-6,X
5126552,-16,0
5010647,-4,C
5091052,-1,X
5022583,-46,0
5068971,-54,0
5036567,-8,0
5089252,-5,C
5126382,-35,0
5136956,-36,0
5046503,-3,C
5113990,-44,X
5136031,-24,0
5135636,-29,5
5118418,-38,0
5068037,-29,0
5054733,-41,0
5068406,-28,0
5061707,-54,0
5142490,-35,C
5126552,-26,0
5054733,-32,0
5091740,-23,C
5035995,-35,C
5099805,-30,X
5117167,-51,0
5024765,-10,X
5069004,-19,C
5112663,-11,C
5142987,-4,C
5068470,-31,1
5096933,-31,C
5047933,-30,X
5074653,-25,C
5062504,-25,C
5024484,-35,C
5054733,-33,0
5091256,-33,X
5126325,-26,0
5028455,-7,C
5028455,-9,0
5092448,-20,C
5089465,-12,C
5137251,-35,0
5126323,-9,C
5062744,-6,0
5089049,-47,0
5126123,-22,0
5149210,-13,C
5085781,-10,0
5116036,-2,5
5125556,-2,C
5091330,-25,X
5115711,-21,0
5054290,-30,C
5010428,-20,0
5089236,-13,C
5089421,-22,C
5053483,-34,C
