APP_ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
6544508,F,N,N,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,-14725,-7489,1,1,0,0,,2.0
5822979,M,Y,Y,1,315000.0,Commercial associate,Higher education,Married,House / apartment,-9903,-782,1,0,0,1,High skill tech staff,3.0
6103572,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-19327,-4118,1,0,0,0,Accountants,2.0
6317247,F,N,N,0,58500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23762,365243,1,0,1,0,,2.0
5170182,F,N,Y,0,139500.0,Working,Secondary / secondary special,Married,House / apartment,-21164,-3532,1,1,1,0,Drivers,2.0
6682124,M,Y,N,0,157500.0,State servant,Secondary / secondary special,Married,House / apartment,-13048,-512,1,0,0,0,High skill tech staff,2.0
5788986,M,N,Y,0,270000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16421,-551,1,0,0,0,Laborers,2.0
5464965,F,N,Y,0,158400.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22880,365243,1,0,1,0,,2.0
6620725,M,Y,Y,2,216000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16649,-2220,1,0,0,0,Managers,4.0
5344510,F,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-17522,-5962,1,0,0,1,Managers,1.0
6006743,M,Y,Y,1,180000.0,Working,Incomplete higher,Married,House / apartment,-13155,-1379,1,0,0,0,Core staff,3.0
5508881,F,Y,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17206,-1626,1,0,0,0,Sales staff,2.0
6576332,F,N,Y,0,126000.0,Pensioner,Higher education,Married,House / apartment,-21530,365243,1,0,1,0,,2.0
6763186,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23812,365243,1,0,0,0,,2.0
5891510,F,N,Y,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,-19159,-547,1,1,1,0,Laborers,2.0
6258525,F,N,Y,2,90000.0,Working,Higher education,Married,House / apartment,-11711,-4616,1,0,0,0,,4.0
6208472,F,N,N,0,85500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-19432,365243,1,0,1,0,,1.0
5807344,F,Y,Y,1,202500.0,Commercial associate,Higher education,Married,House / apartment,-11460,-1268,1,0,0,1,Waiters/barmen staff,3.0
6135216,F,N,N,1,85500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-13864,-811,1,0,0,0,Security staff,2.0
6098855,M,Y,Y,1,200250.0,Working,Secondary / secondary special,Separated,House / apartment,-13257,-220,1,1,1,0,Drivers,2.0
6758419,M,Y,Y,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9575,-2388,1,1,0,0,Laborers,2.0
5353915,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-22125,365243,1,0,1,1,,2.0
7207030,M,Y,Y,0,180000.0,Pensioner,Higher education,Married,House / apartment,-19189,365243,1,0,0,0,,2.0
5258172,M,Y,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-12539,-185,1,0,0,0,Laborers,1.0
6345476,F,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-19251,-10305,1,0,0,0,,2.0
5956965,M,N,N,0,202500.0,Working,Higher education,Single / not married,House / apartment,-9335,-946,1,0,0,0,Laborers,1.0
6087559,F,N,N,0,117000.0,Working,Higher education,Married,House / apartment,-16471,-1333,1,1,1,0,Core staff,2.0
5727872,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21233,365243,1,0,0,0,,2.0
6280433,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-11926,-699,1,0,0,0,Sales staff,2.0
5609571,F,N,N,0,36000.0,Working,Secondary / secondary special,Married,House / apartment,-13673,-3687,1,0,0,0,Core staff,2.0
6429225,F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15729,-210,1,1,0,0,Laborers,2.0
6209412,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21314,365243,1,0,0,0,,2.0
6196455,F,N,N,2,76500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11503,-1541,1,0,0,0,,4.0
6051601,F,N,Y,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,-14847,-2583,1,0,0,0,,4.0
5314881,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9503,-165,1,0,0,0,High skill tech staff,1.0
5009925,M,Y,Y,0,360000.0,Working,Higher education,Married,House / apartment,-19958,-7465,1,0,0,0,Laborers,2.0
6023733,F,Y,Y,0,315000.0,Commercial associate,Higher education,Married,House / apartment,-12771,-3342,1,0,0,1,Accountants,2.0
6244074,F,N,N,0,202500.0,Commercial associate,Secondary / secondary special,Married,With parents,-13181,-663,1,1,0,0,Laborers,2.0
6560035,M,N,Y,1,450000.0,Working,Higher education,Married,House / apartment,-13311,-266,1,0,0,0,,1.0
5352642,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-21820,365243,1,0,1,0,,1.0
5415619,F,Y,Y,0,225000.0,Commercial associate,Higher education,Separated,Municipal apartment,-18707,-250,1,0,0,1,Sales staff,1.0
5162756,M,Y,N,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-19471,-1430,1,1,1,0,Drivers,2.0
6724196,F,N,N,0,225000.0,Working,Higher education,Married,With parents,-10650,-2176,1,0,0,1,Managers,2.0
5453466,F,N,Y,0,157500.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,-8889,-827,1,0,0,0,Laborers,1.0
6119303,M,N,Y,0,315000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18593,-2385,1,0,0,0,Managers,2.0
6409624,F,N,Y,0,117000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12695,-1810,1,1,0,0,Sales staff,2.0
5451768,F,N,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-17138,-1739,1,0,0,0,Sales staff,2.0
6692973,M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-21357,-4963,1,0,0,0,Drivers,2.0
6073436,F,N,Y,3,162000.0,Working,Secondary / secondary special,Married,House / apartment,-14356,-2400,1,1,1,0,Sales staff,5.0
6121696,F,N,N,1,126000.0,Working,Secondary / secondary special,Married,House / apartment,-16339,-1899,1,1,1,0,High skill tech staff,3.0
6021783,M,N,N,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8834,-1495,1,0,0,0,Laborers,1.0
5995064,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10338,-120,1,1,1,0,Drivers,2.0
6071203,F,N,Y,0,184500.0,Working,Secondary / secondary special,Married,House / apartment,-15667,-5925,1,1,1,0,Laborers,2.0
6448188,M,Y,N,3,112500.0,Working,Secondary / secondary special,Married,House / apartment,-13525,-1611,1,0,1,1,Laborers,5.0
5398724,F,N,Y,0,360000.0,Working,Secondary / secondary special,Married,Rented apartment,-18039,-908,1,0,1,0,Security staff,2.0
5907220,F,N,Y,0,85500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21850,365243,1,0,0,0,,1.0
5345554,F,Y,Y,0,315000.0,Commercial associate,Higher education,Widow,House / apartment,-19007,-5603,1,0,1,0,,1.0
6193564,M,N,Y,0,270000.0,Working,Higher education,Married,House / apartment,-11944,-2262,1,0,0,0,Laborers,2.0
6088276,F,N,N,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20249,365243,1,0,1,0,,2.0
5633510,F,N,N,0,337500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20887,365243,1,0,1,0,,2.0
5542365,F,N,Y,0,234000.0,Pensioner,Higher education,Married,House / apartment,-20095,365243,1,0,0,0,,2.0
6800801,F,N,N,1,81000.0,State servant,Higher education,Married,With parents,-11707,-2317,1,0,0,0,Core staff,3.0
5474225,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22676,365243,1,0,0,0,,1.0
6272572,F,Y,Y,1,292500.0,Working,Secondary / secondary special,Married,House / apartment,-14311,-4800,1,0,0,1,Sales staff,3.0
5957171,M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,With parents,-11027,-2164,1,0,0,0,Laborers,2.0
6243958,F,N,N,0,261000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-15513,-7085,1,0,1,0,Accountants,2.0
6658601,F,N,Y,0,292500.0,Working,Secondary / secondary special,Married,House / apartment,-20131,-2798,1,0,0,0,,2.0
5067564,F,N,N,0,202500.0,Commercial associate,Higher education,Single / not married,House / apartment,-9799,-1977,1,1,0,1,,1.0
6251615,F,N,Y,0,157500.0,Working,Higher education,Separated,House / apartment,-12750,-2332,1,0,1,0,High skill tech staff,1.0
5066919,M,Y,Y,0,180000.0,Working,Higher education,Married,With parents,-11089,-1467,1,0,0,0,Laborers,2.0
6540574,M,Y,Y,1,337500.0,Working,Higher education,Married,House / apartment,-11425,-2856,1,0,0,0,Managers,3.0
5996665,F,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-17387,-2376,1,0,0,0,,3.0
5738782,F,N,Y,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16745,-5286,1,1,1,0,Low-skill Laborers,1.0
5770948,F,Y,Y,0,108000.0,Working,Secondary / secondary special,Married,House / apartment,-15557,-721,1,0,0,0,Medicine staff,2.0
6162087,F,N,Y,1,180000.0,Working,Secondary / secondary special,Separated,House / apartment,-19466,-88,1,0,0,0,Laborers,2.0
5837691,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23657,365243,1,0,0,0,,2.0
7744025,F,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19788,-10326,1,0,0,0,Security staff,2.0
5836738,F,N,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14548,-5443,1,0,1,0,Laborers,1.0
5197694,M,Y,Y,1,315000.0,Working,Secondary / secondary special,Separated,House / apartment,-13565,-264,1,0,0,0,Drivers,2.0
5689217,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20867,365243,1,0,1,0,,2.0
6282543,M,Y,Y,1,585000.0,Commercial associate,Higher education,Married,House / apartment,-12521,-368,1,1,0,0,Laborers,3.0
6830445,F,Y,Y,0,292500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21967,365243,1,0,0,0,,1.0
5839501,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10972,-169,1,0,0,0,Sales staff,2.0
5889343,F,N,Y,0,148500.0,Working,Secondary / secondary special,Widow,House / apartment,-18815,-2837,1,0,0,1,Cooking staff,1.0
5439174,F,N,N,0,157500.0,State servant,Secondary / secondary special,Married,House / apartment,-11471,-3981,1,1,1,0,Secretaries,2.0
5918559,F,Y,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20788,365243,1,0,0,0,,2.0
5355125,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Civil marriage,Office apartment,-20476,365243,1,0,0,0,,2.0
6077365,M,Y,Y,1,157500.0,Working,Secondary / secondary special,Civil marriage,With parents,-11801,-1439,1,0,0,0,Laborers,3.0
5068404,F,N,Y,0,126000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21990,365243,1,0,0,0,,2.0
6658568,M,N,Y,0,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-20460,-1002,1,0,0,0,Laborers,2.0
5452575,F,N,Y,0,76500.0,Working,Secondary / secondary special,Married,House / apartment,-18057,-2171,1,0,1,0,Cleaning staff,2.0
5789005,M,N,Y,0,301500.0,Commercial associate,Higher education,Married,House / apartment,-16575,-94,1,0,0,1,Core staff,2.0
6815086,F,N,Y,2,157500.0,Working,Incomplete higher,Married,House / apartment,-12613,-269,1,0,1,0,Laborers,4.0
6390833,F,Y,Y,3,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15398,-2670,1,0,0,0,Core staff,5.0
6036067,F,Y,Y,0,81000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18211,-867,1,0,0,0,Sales staff,2.0
6471322,M,Y,Y,2,382500.0,Working,Secondary / secondary special,Married,House / apartment,-19902,-2275,1,0,0,0,,4.0
5058276,F,N,Y,0,306000.0,Commercial associate,Higher education,Married,House / apartment,-14897,-3435,1,1,1,1,,2.0
6801544,F,N,Y,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,-18696,-305,1,0,0,1,Sales staff,2.0
6309797,F,N,Y,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-11428,-2008,1,1,0,0,Medicine staff,2.0
5679555,M,N,N,0,157500.0,Working,Secondary / secondary special,Single / not married,With parents,-8205,-787,1,0,0,0,Core staff,1.0
5965523,M,N,Y,0,450000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-10931,-850,1,0,0,1,,2.0
6754933,F,Y,Y,0,270000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-23744,365243,1,0,1,0,,2.0
5237507,F,N,Y,0,126000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22657,365243,1,0,0,0,,1.0
6125798,F,Y,Y,2,144000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13997,-164,1,1,1,0,Managers,4.0
5056059,F,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23593,365243,1,0,0,0,,2.0
5054749,F,N,Y,0,247500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-17862,-212,1,0,0,0,Laborers,2.0
5038670,M,N,Y,1,225000.0,Working,Higher education,Married,House / apartment,-10382,-1081,1,0,1,0,Sales staff,3.0
6492450,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-19665,365243,1,0,0,0,,1.0
5314409,F,N,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18021,-287,1,0,0,0,Cleaning staff,1.0
6638216,M,Y,Y,0,135000.0,Working,Higher education,Single / not married,House / apartment,-13197,-1051,1,0,0,0,Laborers,1.0
6690820,M,N,Y,0,315000.0,Working,Higher education,Married,House / apartment,-20841,-9834,1,0,0,1,Managers,2.0
5037300,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19301,-4821,1,1,1,0,Managers,2.0
5776717,M,N,Y,0,225000.0,Commercial associate,Higher education,Married,House / apartment,-13685,-3281,1,1,1,0,Managers,2.0
6277121,F,N,Y,0,283500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-17536,-2481,1,0,1,1,Laborers,2.0
6230943,M,Y,Y,0,189000.0,Commercial associate,Higher education,Married,House / apartment,-12003,-1283,1,0,0,0,,2.0
5213327,M,Y,N,1,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14218,-1600,1,1,1,0,Laborers,3.0
6689824,F,N,N,0,135000.0,State servant,Higher education,Single / not married,House / apartment,-18553,-3502,1,0,0,0,Core staff,1.0
6280753,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,Municipal apartment,-21354,-6116,1,0,0,0,Medicine staff,2.0
5889928,M,Y,Y,1,117000.0,Working,Secondary / secondary special,Married,House / apartment,-8261,-155,1,0,1,0,Drivers,3.0
5976824,F,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-14074,-491,1,0,0,0,Sales staff,2.0
5207691,M,N,Y,0,157500.0,Working,Higher education,Civil marriage,House / apartment,-9268,-667,1,0,0,0,Waiters/barmen staff,2.0
5065740,M,N,Y,1,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16690,-1181,1,0,0,0,Security staff,3.0
5041561,F,Y,Y,0,180000.0,Commercial associate,Higher education,Married,House / apartment,-12953,-306,1,1,1,0,,2.0
6280818,F,N,Y,0,157500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-19297,-6481,1,0,1,0,,1.0
5349933,F,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-16065,-6115,1,1,0,0,,2.0
6233330,M,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14791,-4915,1,0,1,0,Laborers,2.0
5202687,M,N,Y,0,175500.0,Working,Secondary / secondary special,Married,House / apartment,-8295,-545,1,0,1,0,Laborers,2.0
5092364,M,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23267,365243,1,0,0,0,,1.0
5995334,M,Y,N,0,270000.0,Working,Higher education,Married,House / apartment,-10692,-380,1,0,0,0,,2.0
6296826,M,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15992,-4528,1,0,1,0,,2.0
5314287,M,N,Y,0,351000.0,Pensioner,Higher education,Married,House / apartment,-22336,365243,1,0,1,1,,2.0
6629289,F,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-18331,-11337,1,0,0,0,,2.0
5952309,F,N,Y,0,164250.0,Working,Higher education,Separated,House / apartment,-21010,-1486,1,0,0,1,Accountants,1.0
6248987,M,N,N,0,180000.0,Commercial associate,Higher education,Single / not married,Rented apartment,-8649,-363,1,1,0,0,,1.0
5336409,M,Y,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17995,-4673,1,0,0,0,Laborers,2.0
6779309,F,N,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,-18252,-609,1,0,0,0,Laborers,2.0
5619380,F,N,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-16569,-2554,1,0,0,0,,3.0
5522012,F,Y,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,-14425,-3134,1,0,0,0,Managers,3.0
6465141,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18502,365243,1,0,0,0,,2.0
6591095,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15781,-6632,1,0,1,0,Sales staff,2.0
5271163,F,N,N,0,157500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-12599,-1314,1,1,0,0,,2.0
6484663,F,N,Y,0,292500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22224,365243,1,0,0,0,,2.0
5867915,F,N,Y,0,148500.0,State servant,Higher education,Married,House / apartment,-10227,-967,1,1,0,0,Core staff,2.0
6264410,F,Y,Y,0,270000.0,Commercial associate,Higher education,Married,House / apartment,-18678,-4687,1,1,1,0,Cooking staff,2.0
6550678,M,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23205,365243,1,0,0,0,,2.0
5118257,M,N,N,0,450000.0,Commercial associate,Incomplete higher,Married,House / apartment,-14465,-4145,1,1,1,0,Managers,2.0
6297325,F,N,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-18979,-2051,1,0,0,1,Accountants,2.0
6620858,F,Y,Y,3,202500.0,State servant,Higher education,Married,House / apartment,-15157,-1612,1,1,1,0,,5.0
5943557,F,N,N,1,103500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15742,-3477,1,1,1,0,Core staff,3.0
5898959,F,N,Y,0,126000.0,Working,Higher education,Married,House / apartment,-8954,-877,1,1,1,0,Managers,2.0
6704445,F,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-12584,-2611,1,0,0,0,Laborers,3.0
6690309,F,N,N,1,126000.0,Working,Secondary / secondary special,Married,House / apartment,-9458,-672,1,1,0,0,Drivers,3.0
5149272,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-22234,-1506,1,0,1,0,Realty agents,2.0
5892243,M,Y,N,0,225000.0,Working,Incomplete higher,Married,House / apartment,-11789,-532,1,0,0,0,Laborers,2.0
6722586,F,N,N,1,180000.0,Commercial associate,Secondary / secondary special,Married,With parents,-13420,-654,1,0,0,1,Managers,3.0
6107865,F,N,N,2,90000.0,Working,Higher education,Married,House / apartment,-9868,-1574,1,1,0,0,Managers,4.0
6033439,F,N,Y,0,115200.0,Pensioner,Higher education,Married,House / apartment,-20150,365243,1,0,0,0,,2.0
5918347,M,Y,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22371,365243,1,0,0,0,,2.0
6691982,F,Y,N,1,171000.0,Working,Higher education,Married,House / apartment,-13013,-2557,1,1,1,0,,3.0
6155034,M,N,N,0,148500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-21816,-560,1,1,1,0,Security staff,2.0
6609536,F,Y,Y,2,67500.0,Working,Higher education,Married,Co-op apartment,-11950,-3896,1,0,0,0,Laborers,4.0
6088695,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22195,365243,1,0,0,0,,2.0
6143655,M,Y,Y,2,292500.0,Working,Secondary / secondary special,Married,House / apartment,-14735,-1973,1,0,0,0,Drivers,4.0
6213069,F,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,-19743,-9971,1,0,0,0,Core staff,2.0
6562358,F,Y,Y,0,382500.0,Working,Higher education,Married,House / apartment,-16936,-5459,1,0,0,0,Accountants,2.0
6644049,F,Y,N,1,135000.0,Working,Secondary / secondary special,Married,Municipal apartment,-15872,-7822,1,0,0,0,Managers,3.0
6731202,F,N,N,0,112500.0,Working,Secondary / secondary special,Widow,House / apartment,-21551,-11869,1,1,1,0,Medicine staff,1.0
5416009,F,Y,Y,1,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14682,-3019,1,0,0,0,Managers,3.0
5436596,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-11541,-4047,1,0,1,0,Sales staff,2.0
6605433,F,N,N,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-20617,-13344,1,1,1,0,Laborers,1.0
6195905,M,Y,N,0,360000.0,Commercial associate,Higher education,Married,House / apartment,-17106,-111,1,1,0,0,Managers,2.0
5579363,F,N,Y,0,135000.0,Working,Secondary / secondary special,Separated,House / apartment,-17721,-123,1,0,1,0,Cooking staff,1.0
5143042,F,N,N,0,135000.0,State servant,Higher education,Single / not married,House / apartment,-10370,-1384,1,1,0,0,Accountants,1.0
6403381,F,N,Y,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,-23142,-10083,1,0,1,0,Core staff,1.0
6820498,M,N,Y,2,112500.0,Working,Lower secondary,Married,House / apartment,-14724,-1967,1,0,0,0,,4.0
6015202,F,N,Y,0,193500.0,Working,Secondary / secondary special,Widow,House / apartment,-20639,-5345,1,1,1,0,,1.0
5166747,F,N,Y,0,135000.0,Commercial associate,Incomplete higher,Married,House / apartment,-9475,-719,1,0,1,1,Core staff,2.0
5549524,M,Y,N,1,270000.0,State servant,Secondary / secondary special,Married,House / apartment,-15820,-3631,1,0,0,0,Core staff,3.0
5762778,F,N,N,0,99000.0,Working,Secondary / secondary special,Separated,House / apartment,-19715,-1673,1,1,0,0,High skill tech staff,1.0
6636347,F,Y,Y,0,247500.0,Working,Higher education,Single / not married,House / apartment,-19538,-1062,1,0,0,0,Accountants,1.0
5942774,F,N,Y,0,162000.0,Working,Secondary / secondary special,Married,House / apartment,-19010,-424,1,0,0,0,Cleaning staff,2.0
6743186,M,Y,N,1,306000.0,State servant,Higher education,Married,Office apartment,-11754,-4153,1,0,0,1,Core staff,3.0
6582429,F,N,Y,0,540000.0,Working,Higher education,Married,House / apartment,-18121,-8126,1,0,0,0,Accountants,2.0
5700362,M,Y,N,1,315000.0,Commercial associate,Incomplete higher,Married,Rented apartment,-15743,-4273,1,0,1,0,,3.0
5678620,F,N,Y,0,157500.0,Working,Higher education,Married,House / apartment,-12313,-154,1,1,1,0,Core staff,2.0
6669824,F,Y,N,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,-16431,-3721,1,0,0,0,Cooking staff,3.0
5314171,F,N,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,-20344,-10452,1,0,1,0,Core staff,2.0
6052798,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-19800,365243,1,0,0,0,,1.0
5409563,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21359,365243,1,0,0,0,,2.0
5731551,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21755,365243,1,0,0,0,,2.0
5508730,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21870,365243,1,0,1,0,,1.0
5416463,F,N,Y,0,315000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-23084,-6593,1,0,0,0,High skill tech staff,1.0
6090123,M,Y,Y,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,-20618,-7786,1,0,0,0,,2.0
5840912,F,N,Y,2,130500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11424,-519,1,0,0,0,,3.0
6153413,F,N,Y,2,90000.0,Working,Secondary / secondary special,Married,House / apartment,-14119,-189,1,0,1,0,Cleaning staff,4.0
6429277,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23662,365243,1,0,0,0,,2.0
6529194,M,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-15153,-1353,1,0,0,0,High skill tech staff,3.0
6799353,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22940,365243,1,0,1,0,,1.0
6544195,F,N,N,0,112500.0,Working,Secondary / secondary special,Separated,House / apartment,-13749,-549,1,0,0,0,Sales staff,1.0
5876870,F,Y,N,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,-10884,-3617,1,1,1,0,Core staff,2.0
6485935,F,N,N,0,76500.0,State servant,Higher education,Married,House / apartment,-10907,-2395,1,0,0,1,Core staff,2.0
5995326,F,N,Y,0,382500.0,Working,Secondary / secondary special,Widow,House / apartment,-20400,-4001,1,0,0,0,Security staff,1.0
6806078,M,Y,Y,0,157500.0,Pensioner,Higher education,Single / not married,House / apartment,-17767,365243,1,0,0,0,,1.0
6087658,M,N,Y,0,270000.0,Working,Higher education,Separated,House / apartment,-17482,-1698,1,0,0,1,High skill tech staff,1.0
5372377,F,N,N,0,90000.0,Working,Higher education,Married,House / apartment,-12982,-1145,1,1,0,0,,2.0
5467012,F,N,Y,0,121500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22835,365243,1,0,0,0,,2.0
5736089,F,N,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-18299,-663,1,0,0,0,Laborers,2.0
6221594,F,N,Y,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,-20201,-2280,1,1,1,1,,2.0
7090049,F,N,Y,0,69372.0,Working,Secondary / secondary special,Married,House / apartment,-15887,-217,1,1,1,0,Laborers,2.0
5435889,F,N,Y,1,67500.0,Working,Higher education,Married,House / apartment,-13212,-888,1,0,0,0,Sales staff,3.0
6186178,F,Y,Y,0,189000.0,Working,Secondary / secondary special,Married,House / apartment,-19808,-9367,1,0,0,0,Medicine staff,2.0
5296242,M,N,N,0,202500.0,Working,Secondary / secondary special,Civil marriage,Rented apartment,-11155,-1083,1,0,0,0,Waiters/barmen staff,2.0
5337041,M,Y,N,2,126000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-17243,365243,1,0,0,0,,4.0
